frame,abstime,reltime,april3_microphoneBoardA_4.seq:Rectangle 1 [C]:max,april3_microphoneBoardA_4.seq:Polygon 1 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 2 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 3 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 4 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 5 [C]:mean
1543,2000-02-03 07:35:13.554000,246.746000,2.656554e+01,2.632362e+01,2.637743e+01,2.644465e+01,2.616203e+01,2.568998e+01
1544,2000-02-03 07:35:13.714000,246.906000,2.651183e+01,2.638415e+01,2.642449e+01,2.643793e+01,2.615529e+01,2.568223e+01
1545,2000-02-03 07:35:13.874000,247.066000,2.653197e+01,2.632362e+01,2.635725e+01,2.640432e+01,2.612833e+01,2.567424e+01
1546,2000-02-03 07:35:14.034000,247.226000,2.647824e+01,2.635052e+01,2.640432e+01,2.637070e+01,2.618224e+01,2.567208e+01
1547,2000-02-03 07:35:14.194000,247.386000,2.649840e+01,2.629670e+01,2.635052e+01,2.636398e+01,2.608114e+01,2.566687e+01
1548,2000-02-03 07:35:14.354000,247.546000,2.645137e+01,2.628997e+01,2.634380e+01,2.635725e+01,2.615529e+01,2.566366e+01
1549,2000-02-03 07:35:14.514000,247.706000,2.649168e+01,2.628997e+01,2.639760e+01,2.634380e+01,2.623612e+01,2.565538e+01
1550,2000-02-03 07:35:14.674000,247.866000,2.649168e+01,2.625632e+01,2.633035e+01,2.640432e+01,2.619571e+01,2.564181e+01
1551,2000-02-03 07:35:14.834000,248.026000,2.638415e+01,2.626305e+01,2.633707e+01,2.633707e+01,2.614855e+01,2.563769e+01
1552,2000-02-03 07:35:14.994000,248.186000,2.639760e+01,2.619571e+01,2.636398e+01,2.627651e+01,2.616877e+01,2.562264e+01
1553,2000-02-03 07:35:15.154000,248.346000,2.642449e+01,2.626978e+01,2.624285e+01,2.625632e+01,2.600019e+01,2.561168e+01
1554,2000-02-03 07:35:15.314000,248.506000,2.646481e+01,2.623612e+01,2.622265e+01,2.622265e+01,2.611485e+01,2.560876e+01
1555,2000-02-03 07:35:15.474000,248.666000,2.631689e+01,2.620918e+01,2.626305e+01,2.619571e+01,2.609463e+01,2.555438e+01
1556,2000-02-03 07:35:15.634000,248.826000,2.628997e+01,2.614181e+01,2.614181e+01,2.620918e+01,2.608114e+01,2.551379e+01
1557,2000-02-03 07:35:15.794000,248.986000,2.625632e+01,2.608788e+01,2.615529e+01,2.622265e+01,2.599344e+01,2.549590e+01
1558,2000-02-03 07:35:15.954000,249.146000,2.620245e+01,2.600019e+01,2.608114e+01,2.614181e+01,2.595294e+01,2.548018e+01
1559,2000-02-03 07:35:16.115000,249.307000,2.620918e+01,2.606765e+01,2.614855e+01,2.608114e+01,2.594619e+01,2.547579e+01
1560,2000-02-03 07:35:16.274000,249.466000,2.614855e+01,2.602044e+01,2.604742e+01,2.606765e+01,2.597319e+01,2.546846e+01
1561,2000-02-03 07:35:16.434000,249.626000,2.617550e+01,2.602044e+01,2.604067e+01,2.607440e+01,2.600694e+01,2.545970e+01
1562,2000-02-03 07:35:16.594000,249.786000,2.612833e+01,2.600019e+01,2.600694e+01,2.610137e+01,2.595294e+01,2.544428e+01
1563,2000-02-03 07:35:16.754000,249.946000,2.616203e+01,2.595969e+01,2.608788e+01,2.608788e+01,2.591918e+01,2.543736e+01
1564,2000-02-03 07:35:16.914000,250.106000,2.614855e+01,2.597319e+01,2.595969e+01,2.619571e+01,2.591918e+01,2.542867e+01
1565,2000-02-03 07:35:17.074000,250.266000,2.608788e+01,2.593269e+01,2.596644e+01,2.602044e+01,2.591918e+01,2.542361e+01
1566,2000-02-03 07:35:17.234000,250.426000,2.606765e+01,2.601369e+01,2.598669e+01,2.605416e+01,2.600694e+01,2.541587e+01
1567,2000-02-03 07:35:17.394000,250.586000,2.606765e+01,2.589892e+01,2.591243e+01,2.602044e+01,2.593269e+01,2.540518e+01
1568,2000-02-03 07:35:17.554000,250.746000,2.614855e+01,2.604067e+01,2.597319e+01,2.596644e+01,2.589892e+01,2.540536e+01
1569,2000-02-03 07:35:17.714000,250.906000,2.614181e+01,2.599344e+01,2.590567e+01,2.600019e+01,2.594619e+01,2.539995e+01
1570,2000-02-03 07:35:17.874000,251.066000,2.606091e+01,2.591918e+01,2.591918e+01,2.602044e+01,2.595294e+01,2.539635e+01
1571,2000-02-03 07:35:18.034000,251.226000,2.611485e+01,2.591243e+01,2.587865e+01,2.599344e+01,2.593944e+01,2.539130e+01
1572,2000-02-03 07:35:18.194000,251.386000,2.612159e+01,2.587865e+01,2.589216e+01,2.593269e+01,2.601369e+01,2.538067e+01
1573,2000-02-03 07:35:18.354000,251.546000,2.611485e+01,2.601369e+01,2.591918e+01,2.591243e+01,2.588541e+01,2.537062e+01
1574,2000-02-03 07:35:18.514000,251.706000,2.605416e+01,2.592593e+01,2.589216e+01,2.593944e+01,2.591243e+01,2.536450e+01
1575,2000-02-03 07:35:18.674000,251.866000,2.602718e+01,2.588541e+01,2.583811e+01,2.592593e+01,2.587865e+01,2.535123e+01
1576,2000-02-03 07:35:18.834000,252.026000,2.604742e+01,2.587865e+01,2.581783e+01,2.589892e+01,2.593944e+01,2.534031e+01
1577,2000-02-03 07:35:18.994000,252.186000,2.610137e+01,2.586514e+01,2.578402e+01,2.588541e+01,2.587865e+01,2.533958e+01
1578,2000-02-03 07:35:19.154000,252.346000,2.600019e+01,2.587865e+01,2.579078e+01,2.590567e+01,2.580431e+01,2.533591e+01
1579,2000-02-03 07:35:19.314000,252.506000,2.605416e+01,2.585838e+01,2.579078e+01,2.587189e+01,2.588541e+01,2.532327e+01
1580,2000-02-03 07:35:19.474000,252.666000,2.596644e+01,2.581107e+01,2.579755e+01,2.589216e+01,2.593269e+01,2.531839e+01
1581,2000-02-03 07:35:19.634000,252.826000,2.591918e+01,2.587189e+01,2.580431e+01,2.592593e+01,2.585838e+01,2.531028e+01
1582,2000-02-03 07:35:19.794000,252.986000,2.590567e+01,2.575697e+01,2.579078e+01,2.586514e+01,2.593269e+01,2.531535e+01
1583,2000-02-03 07:35:19.954000,253.146000,2.600694e+01,2.575021e+01,2.589892e+01,2.587865e+01,2.585838e+01,2.530287e+01
1584,2000-02-03 07:35:20.114000,253.306000,2.602044e+01,2.579078e+01,2.577050e+01,2.589892e+01,2.589216e+01,2.529814e+01
1585,2000-02-03 07:35:20.274000,253.466000,2.589892e+01,2.576373e+01,2.574344e+01,2.583811e+01,2.583811e+01,2.529831e+01
1586,2000-02-03 07:35:20.434000,253.626000,2.593944e+01,2.577726e+01,2.575697e+01,2.583135e+01,2.589216e+01,2.529356e+01
1587,2000-02-03 07:35:20.594000,253.786000,2.589216e+01,2.582459e+01,2.571638e+01,2.585162e+01,2.592593e+01,2.528237e+01
1588,2000-02-03 07:35:20.754000,253.946000,2.592593e+01,2.571638e+01,2.573668e+01,2.579755e+01,2.579078e+01,2.527297e+01
1589,2000-02-03 07:35:20.914000,254.106000,2.594619e+01,2.574344e+01,2.572991e+01,2.583135e+01,2.583135e+01,2.526866e+01
1590,2000-02-03 07:35:21.074000,254.266000,2.602044e+01,2.573668e+01,2.567577e+01,2.584487e+01,2.594619e+01,2.527804e+01
1591,2000-02-03 07:35:21.234000,254.426000,2.595969e+01,2.570961e+01,2.571638e+01,2.578402e+01,2.579078e+01,2.527422e+01
1592,2000-02-03 07:35:21.394000,254.586000,2.586514e+01,2.570961e+01,2.571638e+01,2.580431e+01,2.583811e+01,2.526952e+01
1593,2000-02-03 07:35:21.554000,254.746000,2.593944e+01,2.569608e+01,2.570285e+01,2.581107e+01,2.581107e+01,2.526459e+01
1594,2000-02-03 07:35:21.714000,254.906000,2.595969e+01,2.569608e+01,2.568931e+01,2.575697e+01,2.571638e+01,2.526338e+01
1595,2000-02-03 07:35:21.875000,255.067000,2.592593e+01,2.577726e+01,2.566224e+01,2.575021e+01,2.583811e+01,2.526307e+01
1596,2000-02-03 07:35:22.035000,255.227000,2.600694e+01,2.568254e+01,2.566900e+01,2.572315e+01,2.582459e+01,2.525538e+01
1597,2000-02-03 07:35:22.195000,255.387000,2.594619e+01,2.570961e+01,2.566224e+01,2.574344e+01,2.579078e+01,2.527320e+01
1598,2000-02-03 07:35:22.355000,255.547000,2.600694e+01,2.570961e+01,2.569608e+01,2.570961e+01,2.578402e+01,2.526666e+01
1599,2000-02-03 07:35:22.515000,255.707000,2.596644e+01,2.570961e+01,2.577050e+01,2.571638e+01,2.583811e+01,2.526286e+01
1600,2000-02-03 07:35:22.675000,255.867000,2.593944e+01,2.569608e+01,2.564869e+01,2.576373e+01,2.582459e+01,2.525847e+01
1601,2000-02-03 07:35:22.835000,256.027000,2.595969e+01,2.566900e+01,2.568254e+01,2.585838e+01,2.583811e+01,2.524367e+01
1602,2000-02-03 07:35:22.995000,256.187000,2.593944e+01,2.570961e+01,2.566900e+01,2.575021e+01,2.581107e+01,2.524045e+01
1603,2000-02-03 07:35:23.155000,256.347000,2.595969e+01,2.564869e+01,2.568254e+01,2.570961e+01,2.581783e+01,2.523051e+01
1604,2000-02-03 07:35:23.315000,256.507000,2.597994e+01,2.563515e+01,2.564869e+01,2.576373e+01,2.578402e+01,2.522241e+01
1605,2000-02-03 07:35:23.475000,256.667000,2.599344e+01,2.583135e+01,2.561483e+01,2.566224e+01,2.577726e+01,2.520074e+01
1606,2000-02-03 07:35:23.635000,256.827000,2.579755e+01,2.560806e+01,2.562838e+01,2.566900e+01,2.580431e+01,2.518148e+01
1607,2000-02-03 07:35:23.795000,256.987000,2.588541e+01,2.563515e+01,2.563515e+01,2.570285e+01,2.577726e+01,2.518083e+01
1608,2000-02-03 07:35:23.955000,257.147000,2.587865e+01,2.560806e+01,2.564192e+01,2.568931e+01,2.568254e+01,2.517711e+01
1609,2000-02-03 07:35:24.115000,257.307000,2.588541e+01,2.560806e+01,2.559451e+01,2.564192e+01,2.570285e+01,2.517120e+01
1610,2000-02-03 07:35:24.275000,257.467000,2.581783e+01,2.562838e+01,2.559451e+01,2.566900e+01,2.576373e+01,2.516468e+01
1611,2000-02-03 07:35:24.435000,257.627000,2.576373e+01,2.558097e+01,2.557419e+01,2.568931e+01,2.585162e+01,2.515971e+01
1612,2000-02-03 07:35:24.595000,257.787000,2.587189e+01,2.556064e+01,2.566900e+01,2.558097e+01,2.577050e+01,2.514742e+01
1613,2000-02-03 07:35:24.755000,257.947000,2.576373e+01,2.558097e+01,2.554708e+01,2.568254e+01,2.561483e+01,2.513566e+01
1614,2000-02-03 07:35:24.915000,258.107000,2.578402e+01,2.555386e+01,2.551319e+01,2.564192e+01,2.562161e+01,2.513300e+01
1615,2000-02-03 07:35:25.075000,258.267000,2.576373e+01,2.558097e+01,2.550641e+01,2.560806e+01,2.581783e+01,2.512772e+01
1616,2000-02-03 07:35:25.235000,258.427000,2.585838e+01,2.556064e+01,2.554708e+01,2.572991e+01,2.577050e+01,2.512503e+01
1617,2000-02-03 07:35:25.395000,258.587000,2.570961e+01,2.556064e+01,2.557419e+01,2.575021e+01,2.578402e+01,2.512062e+01
1618,2000-02-03 07:35:25.555000,258.747000,2.566900e+01,2.548607e+01,2.549285e+01,2.559451e+01,2.564192e+01,2.507531e+01
1619,2000-02-03 07:35:25.715000,258.907000,2.571638e+01,2.550641e+01,2.547929e+01,2.563515e+01,2.567577e+01,2.506506e+01
1620,2000-02-03 07:35:25.875000,259.067000,2.573668e+01,2.551997e+01,2.552675e+01,2.553353e+01,2.564192e+01,2.505244e+01
1621,2000-02-03 07:35:26.035000,259.227000,2.572315e+01,2.543859e+01,2.541823e+01,2.553353e+01,2.566224e+01,2.504626e+01
1622,2000-02-03 07:35:26.195000,259.387000,2.569608e+01,2.544537e+01,2.539109e+01,2.551319e+01,2.563515e+01,2.504716e+01
1623,2000-02-03 07:35:26.355000,259.547000,2.567577e+01,2.544537e+01,2.547929e+01,2.548607e+01,2.568931e+01,2.503541e+01
1624,2000-02-03 07:35:26.515000,259.707000,2.561483e+01,2.543859e+01,2.549963e+01,2.558097e+01,2.555386e+01,2.502827e+01
1625,2000-02-03 07:35:26.675000,259.867000,2.564869e+01,2.539788e+01,2.541823e+01,2.549963e+01,2.571638e+01,2.502202e+01
1626,2000-02-03 07:35:26.835000,260.027000,2.557419e+01,2.537072e+01,2.542502e+01,2.550641e+01,2.566224e+01,2.501640e+01
1627,2000-02-03 07:35:26.995000,260.187000,2.570961e+01,2.542502e+01,2.541145e+01,2.560806e+01,2.556064e+01,2.501211e+01
1628,2000-02-03 07:35:27.155000,260.347000,2.565546e+01,2.541145e+01,2.537072e+01,2.547251e+01,2.566900e+01,2.500490e+01
1629,2000-02-03 07:35:27.315000,260.507000,2.562161e+01,2.540466e+01,2.549963e+01,2.549285e+01,2.568931e+01,2.500085e+01
1630,2000-02-03 07:35:27.475000,260.667000,2.558097e+01,2.537072e+01,2.539109e+01,2.543180e+01,2.564869e+01,2.499237e+01
1631,2000-02-03 07:35:27.635000,260.827000,2.554708e+01,2.541823e+01,2.534357e+01,2.549285e+01,2.566224e+01,2.499286e+01
1632,2000-02-03 07:35:27.795000,260.987000,2.560129e+01,2.537751e+01,2.537072e+01,2.554708e+01,2.569608e+01,2.499228e+01
1633,2000-02-03 07:35:27.955000,261.147000,2.560129e+01,2.534357e+01,2.536394e+01,2.543180e+01,2.566224e+01,2.498248e+01
1634,2000-02-03 07:35:28.115000,261.307000,2.556741e+01,2.532998e+01,2.532319e+01,2.549963e+01,2.557419e+01,2.498193e+01
1635,2000-02-03 07:35:28.275000,261.467000,2.558774e+01,2.534357e+01,2.530961e+01,2.542502e+01,2.562161e+01,2.497358e+01
1636,2000-02-03 07:35:28.435000,261.627000,2.556741e+01,2.532319e+01,2.532998e+01,2.542502e+01,2.552675e+01,2.497258e+01
1637,2000-02-03 07:35:28.595000,261.787000,2.558097e+01,2.533677e+01,2.528923e+01,2.551319e+01,2.557419e+01,2.496198e+01
1638,2000-02-03 07:35:28.755000,261.947000,2.556064e+01,2.543180e+01,2.527564e+01,2.536394e+01,2.554708e+01,2.495405e+01
1639,2000-02-03 07:35:28.915000,262.107000,2.558097e+01,2.535715e+01,2.526884e+01,2.537751e+01,2.566900e+01,2.494810e+01
1640,2000-02-03 07:35:29.075000,262.267000,2.556741e+01,2.535715e+01,2.527564e+01,2.534357e+01,2.553353e+01,2.494909e+01
1641,2000-02-03 07:35:29.235000,262.427000,2.558774e+01,2.533677e+01,2.546572e+01,2.535036e+01,2.550641e+01,2.493889e+01
1642,2000-02-03 07:35:29.395000,262.587000,2.556741e+01,2.526884e+01,2.534357e+01,2.544537e+01,2.549285e+01,2.493196e+01
1643,2000-02-03 07:35:29.555000,262.747000,2.555386e+01,2.526884e+01,2.531640e+01,2.534357e+01,2.549285e+01,2.492736e+01
1644,2000-02-03 07:35:29.715000,262.907000,2.560129e+01,2.532319e+01,2.526205e+01,2.534357e+01,2.540466e+01,2.492517e+01
1645,2000-02-03 07:35:29.875000,263.067000,2.547929e+01,2.525525e+01,2.524846e+01,2.532319e+01,2.539109e+01,2.491999e+01
1646,2000-02-03 07:35:30.035000,263.227000,2.547251e+01,2.531640e+01,2.524846e+01,2.538430e+01,2.541145e+01,2.491398e+01
1647,2000-02-03 07:35:30.195000,263.387000,2.547251e+01,2.526884e+01,2.525525e+01,2.530961e+01,2.538430e+01,2.490401e+01
1648,2000-02-03 07:35:30.355000,263.547000,2.552675e+01,2.523486e+01,2.520087e+01,2.530282e+01,2.539788e+01,2.489532e+01
1649,2000-02-03 07:35:30.515000,263.707000,2.559451e+01,2.521447e+01,2.520767e+01,2.535036e+01,2.542502e+01,2.489247e+01
1650,2000-02-03 07:35:30.675000,263.867000,2.554708e+01,2.522807e+01,2.525525e+01,2.536394e+01,2.550641e+01,2.488871e+01
1651,2000-02-03 07:35:30.835000,264.027000,2.555386e+01,2.522807e+01,2.516687e+01,2.532319e+01,2.543859e+01,2.488314e+01
1652,2000-02-03 07:35:30.995000,264.187000,2.555386e+01,2.518727e+01,2.516687e+01,2.540466e+01,2.550641e+01,2.487757e+01
1653,2000-02-03 07:35:31.155000,264.347000,2.545894e+01,2.520767e+01,2.518047e+01,2.527564e+01,2.545216e+01,2.487530e+01
1654,2000-02-03 07:35:31.315000,264.507000,2.558774e+01,2.523486e+01,2.522127e+01,2.524846e+01,2.541145e+01,2.487377e+01
1655,2000-02-03 07:35:31.475000,264.667000,2.563515e+01,2.524166e+01,2.520767e+01,2.528243e+01,2.547929e+01,2.487187e+01
1656,2000-02-03 07:35:31.635000,264.827000,2.551997e+01,2.535036e+01,2.522127e+01,2.525525e+01,2.556064e+01,2.489533e+01
1657,2000-02-03 07:35:31.795000,264.987000,2.549963e+01,2.526884e+01,2.520087e+01,2.529602e+01,2.547251e+01,2.488787e+01
1658,2000-02-03 07:35:31.955000,265.147000,2.549963e+01,2.524846e+01,2.516687e+01,2.528243e+01,2.558097e+01,2.488529e+01
1659,2000-02-03 07:35:32.115000,265.307000,2.551997e+01,2.526205e+01,2.528923e+01,2.532998e+01,2.549963e+01,2.488477e+01
1660,2000-02-03 07:35:32.276000,265.468000,2.552675e+01,2.530961e+01,2.524846e+01,2.535715e+01,2.559451e+01,2.487964e+01
1661,2000-02-03 07:35:32.436000,265.628000,2.544537e+01,2.521447e+01,2.523486e+01,2.529602e+01,2.551319e+01,2.487664e+01
1662,2000-02-03 07:35:32.596000,265.788000,2.550641e+01,2.521447e+01,2.520087e+01,2.527564e+01,2.550641e+01,2.487043e+01
1663,2000-02-03 07:35:32.756000,265.948000,2.545894e+01,2.535036e+01,2.515326e+01,2.526884e+01,2.547251e+01,2.486202e+01
1664,2000-02-03 07:35:32.916000,266.108000,2.546572e+01,2.518047e+01,2.518047e+01,2.524166e+01,2.551997e+01,2.486123e+01
1665,2000-02-03 07:35:33.076000,266.268000,2.543859e+01,2.525525e+01,2.520087e+01,2.525525e+01,2.544537e+01,2.485055e+01
1666,2000-02-03 07:35:33.236000,266.428000,2.551319e+01,2.523486e+01,2.513285e+01,2.526205e+01,2.539788e+01,2.484980e+01
1667,2000-02-03 07:35:33.396000,266.588000,2.549285e+01,2.517367e+01,2.513966e+01,2.525525e+01,2.539788e+01,2.484721e+01
1668,2000-02-03 07:35:33.556000,266.748000,2.549963e+01,2.520087e+01,2.517367e+01,2.524166e+01,2.542502e+01,2.484076e+01
1669,2000-02-03 07:35:33.716000,266.908000,2.540466e+01,2.520767e+01,2.513285e+01,2.521447e+01,2.543180e+01,2.482876e+01
1670,2000-02-03 07:35:33.876000,267.068000,2.542502e+01,2.522807e+01,2.511924e+01,2.519407e+01,2.545216e+01,2.482748e+01
1671,2000-02-03 07:35:34.036000,267.228000,2.547251e+01,2.513966e+01,2.522127e+01,2.522807e+01,2.549285e+01,2.481841e+01
1672,2000-02-03 07:35:34.196000,267.388000,2.553353e+01,2.514646e+01,2.524846e+01,2.515326e+01,2.545894e+01,2.480231e+01
1673,2000-02-03 07:35:34.356000,267.548000,2.543859e+01,2.527564e+01,2.509202e+01,2.522807e+01,2.541145e+01,2.479767e+01
1674,2000-02-03 07:35:34.516000,267.708000,2.538430e+01,2.518727e+01,2.507841e+01,2.516006e+01,2.538430e+01,2.479538e+01
1675,2000-02-03 07:35:34.676000,267.868000,2.536394e+01,2.517367e+01,2.515326e+01,2.524846e+01,2.546572e+01,2.479178e+01
1676,2000-02-03 07:35:34.836000,268.028000,2.543859e+01,2.513285e+01,2.509202e+01,2.518047e+01,2.535715e+01,2.479132e+01
1677,2000-02-03 07:35:34.996000,268.188000,2.539788e+01,2.515326e+01,2.515326e+01,2.519407e+01,2.537751e+01,2.478135e+01
1678,2000-02-03 07:35:35.156000,268.348000,2.541145e+01,2.508521e+01,2.509883e+01,2.520767e+01,2.543180e+01,2.477127e+01
1679,2000-02-03 07:35:35.316000,268.508000,2.535036e+01,2.511924e+01,2.507160e+01,2.516687e+01,2.530961e+01,2.476700e+01
1680,2000-02-03 07:35:35.476000,268.668000,2.536394e+01,2.517367e+01,2.505798e+01,2.513285e+01,2.531640e+01,2.476911e+01
1681,2000-02-03 07:35:35.636000,268.828000,2.537751e+01,2.510563e+01,2.505798e+01,2.523486e+01,2.533677e+01,2.476311e+01
1682,2000-02-03 07:35:35.796000,268.988000,2.538430e+01,2.512605e+01,2.505798e+01,2.517367e+01,2.525525e+01,2.475876e+01
1683,2000-02-03 07:35:35.956000,269.148000,2.532998e+01,2.511924e+01,2.508521e+01,2.515326e+01,2.526884e+01,2.474921e+01
1684,2000-02-03 07:35:36.116000,269.308000,2.536394e+01,2.520087e+01,2.513285e+01,2.511244e+01,2.533677e+01,2.474920e+01
1685,2000-02-03 07:35:36.276000,269.468000,2.532998e+01,2.510563e+01,2.501712e+01,2.511924e+01,2.524846e+01,2.474166e+01
1686,2000-02-03 07:35:36.436000,269.628000,2.540466e+01,2.517367e+01,2.503074e+01,2.519407e+01,2.532319e+01,2.473899e+01
1687,2000-02-03 07:35:36.596000,269.788000,2.537072e+01,2.510563e+01,2.505117e+01,2.512605e+01,2.539109e+01,2.473530e+01
1688,2000-02-03 07:35:36.756000,269.948000,2.531640e+01,2.503755e+01,2.498987e+01,2.518047e+01,2.541145e+01,2.473165e+01
1689,2000-02-03 07:35:36.916000,270.108000,2.532998e+01,2.508521e+01,2.501712e+01,2.509202e+01,2.513966e+01,2.470273e+01
1690,2000-02-03 07:35:37.076000,270.268000,2.525525e+01,2.503755e+01,2.498987e+01,2.509202e+01,2.526884e+01,2.468774e+01
1691,2000-02-03 07:35:37.236000,270.428000,2.526205e+01,2.509883e+01,2.498306e+01,2.506479e+01,2.529602e+01,2.467994e+01
1692,2000-02-03 07:35:37.396000,270.588000,2.530282e+01,2.505117e+01,2.494898e+01,2.510563e+01,2.521447e+01,2.467918e+01
1693,2000-02-03 07:35:37.556000,270.748000,2.530282e+01,2.505798e+01,2.495580e+01,2.503074e+01,2.526884e+01,2.467872e+01
1694,2000-02-03 07:35:37.716000,270.908000,2.526205e+01,2.499668e+01,2.492853e+01,2.507841e+01,2.539788e+01,2.467584e+01
1695,2000-02-03 07:35:37.876000,271.068000,2.523486e+01,2.496261e+01,2.494898e+01,2.505798e+01,2.527564e+01,2.467206e+01
1696,2000-02-03 07:35:38.036000,271.228000,2.530282e+01,2.496943e+01,2.493535e+01,2.503074e+01,2.521447e+01,2.465144e+01
1697,2000-02-03 07:35:38.196000,271.388000,2.528243e+01,2.491490e+01,2.490808e+01,2.504436e+01,2.528243e+01,2.463474e+01
1698,2000-02-03 07:35:38.356000,271.548000,2.533677e+01,2.497624e+01,2.496261e+01,2.503074e+01,2.520087e+01,2.463284e+01
1699,2000-02-03 07:35:38.516000,271.708000,2.539788e+01,2.503074e+01,2.488762e+01,2.502393e+01,2.524846e+01,2.462410e+01
1700,2000-02-03 07:35:38.676000,271.868000,2.529602e+01,2.494217e+01,2.490808e+01,2.500350e+01,2.540466e+01,2.462211e+01
1701,2000-02-03 07:35:38.836000,272.028000,2.526884e+01,2.492853e+01,2.490808e+01,2.499668e+01,2.535715e+01,2.461428e+01
1702,2000-02-03 07:35:38.996000,272.188000,2.526884e+01,2.498987e+01,2.491490e+01,2.504436e+01,2.524166e+01,2.461208e+01
1703,2000-02-03 07:35:39.156000,272.348000,2.528923e+01,2.494217e+01,2.490808e+01,2.500350e+01,2.526884e+01,2.461133e+01
1704,2000-02-03 07:35:39.316000,272.508000,2.523486e+01,2.494217e+01,2.491490e+01,2.495580e+01,2.533677e+01,2.460693e+01
1705,2000-02-03 07:35:39.476000,272.668000,2.527564e+01,2.493535e+01,2.490126e+01,2.496261e+01,2.526884e+01,2.460124e+01
1706,2000-02-03 07:35:39.636000,272.828000,2.520087e+01,2.503755e+01,2.483305e+01,2.496261e+01,2.518047e+01,2.457201e+01
1707,2000-02-03 07:35:39.796000,272.988000,2.518727e+01,2.494217e+01,2.482622e+01,2.493535e+01,2.520087e+01,2.456761e+01
1708,2000-02-03 07:35:39.956000,273.148000,2.526884e+01,2.486034e+01,2.488080e+01,2.505798e+01,2.515326e+01,2.456247e+01
1709,2000-02-03 07:35:40.116000,273.308000,2.520087e+01,2.489444e+01,2.485351e+01,2.492853e+01,2.521447e+01,2.456077e+01
1710,2000-02-03 07:35:40.276000,273.468000,2.521447e+01,2.490808e+01,2.484669e+01,2.492853e+01,2.517367e+01,2.455577e+01
1711,2000-02-03 07:35:40.436000,273.628000,2.520087e+01,2.495580e+01,2.482622e+01,2.488762e+01,2.515326e+01,2.454701e+01
1712,2000-02-03 07:35:40.596000,273.788000,2.516687e+01,2.488762e+01,2.481940e+01,2.494217e+01,2.507841e+01,2.454419e+01
1713,2000-02-03 07:35:40.756000,273.948000,2.516687e+01,2.486034e+01,2.481940e+01,2.501031e+01,2.523486e+01,2.454556e+01
1714,2000-02-03 07:35:40.916000,274.108000,2.517367e+01,2.487398e+01,2.481940e+01,2.493535e+01,2.523486e+01,2.454202e+01
1715,2000-02-03 07:35:41.076000,274.268000,2.524846e+01,2.489444e+01,2.484669e+01,2.489444e+01,2.520087e+01,2.454025e+01
1716,2000-02-03 07:35:41.236000,274.428000,2.528243e+01,2.483987e+01,2.481940e+01,2.491490e+01,2.509883e+01,2.453898e+01
1717,2000-02-03 07:35:41.396000,274.588000,2.520087e+01,2.486716e+01,2.475113e+01,2.488080e+01,2.516687e+01,2.453092e+01
1718,2000-02-03 07:35:41.556000,274.748000,2.517367e+01,2.487398e+01,2.476479e+01,2.497624e+01,2.514646e+01,2.453172e+01
1719,2000-02-03 07:35:41.716000,274.908000,2.513966e+01,2.482622e+01,2.480575e+01,2.485351e+01,2.521447e+01,2.452338e+01
1720,2000-02-03 07:35:41.876000,275.068000,2.511924e+01,2.492171e+01,2.473064e+01,2.501031e+01,2.520087e+01,2.451587e+01
1721,2000-02-03 07:35:42.037000,275.229000,2.521447e+01,2.477844e+01,2.476479e+01,2.508521e+01,2.503074e+01,2.450140e+01
1722,2000-02-03 07:35:42.197000,275.389000,2.523486e+01,2.479210e+01,2.472381e+01,2.486034e+01,2.511924e+01,2.450009e+01
1723,2000-02-03 07:35:42.357000,275.549000,2.513966e+01,2.483987e+01,2.472381e+01,2.481940e+01,2.527564e+01,2.449397e+01
1724,2000-02-03 07:35:42.517000,275.709000,2.522807e+01,2.481940e+01,2.471698e+01,2.486716e+01,2.515326e+01,2.449795e+01
1725,2000-02-03 07:35:42.677000,275.869000,2.518047e+01,2.481940e+01,2.476479e+01,2.490808e+01,2.518727e+01,2.449473e+01
1726,2000-02-03 07:35:42.837000,276.029000,2.507841e+01,2.481940e+01,2.482622e+01,2.479892e+01,2.507160e+01,2.448349e+01
1727,2000-02-03 07:35:42.997000,276.189000,2.514646e+01,2.478527e+01,2.473064e+01,2.494217e+01,2.503074e+01,2.448043e+01
1728,2000-02-03 07:35:43.157000,276.349000,2.509202e+01,2.479210e+01,2.469649e+01,2.478527e+01,2.511244e+01,2.447472e+01
1729,2000-02-03 07:35:43.317000,276.509000,2.508521e+01,2.477844e+01,2.468282e+01,2.477844e+01,2.512605e+01,2.446940e+01
1730,2000-02-03 07:35:43.477000,276.669000,2.506479e+01,2.471698e+01,2.468282e+01,2.478527e+01,2.510563e+01,2.446585e+01
1731,2000-02-03 07:35:43.637000,276.829000,2.504436e+01,2.475796e+01,2.471015e+01,2.483305e+01,2.511244e+01,2.446899e+01
1732,2000-02-03 07:35:43.797000,276.989000,2.507160e+01,2.475796e+01,2.468965e+01,2.481940e+01,2.510563e+01,2.446219e+01
1733,2000-02-03 07:35:43.957000,277.149000,2.507160e+01,2.475113e+01,2.471698e+01,2.483987e+01,2.509883e+01,2.445027e+01
