Board Type,Board Instance,Component,Trial,a_rise,b_rise,c_rise,a_fall,b_fall,c_fall
baseline,A,usbesd,3,3.9021101542916123,0.012917630309234783,4.057354343407509,-3.2095635300284235,0.01884031142874885,0.3595348930729741
baseline,A,fullboard,3,3.838987177288433,0.014607801559312497,4.079739516587416,-3.6309257493898914,0.015609793608451663,0.13907549899415347
baseline,A,samd,4,4.469482264544159,0.019269204010386988,5.375661909414128,-4.114386564397476,0.02032609325809824,0.22957850261234697
baseline,A,atmega,4,4.724279027749928,0.02187202705209361,6.494298806883082,-4.396148582308505,0.02239921268737242,0.1723093261438594
baseline,A,3v3reg,4,4.686272605257809,0.021020336034868203,6.185716862201243,-4.2099382005011465,0.021630195177634925,0.3143231157874286
baseline,A,buck,4,4.501606235736358,0.020410360824953514,5.585773080486249,-4.093918277371504,0.021971061114644315,0.24143163110568053
baseline,A,usbesd,4,3.531168986496225,0.015168906581487339,3.720180045187242,-3.060644765967024,0.015947576527556868,0.010776766919509826
baseline,A,fullboard,4,3.4803720598127983,0.016743440397603903,3.7248409090764207,-3.2203311968237998,0.01700697900353407,0.1214409936997022
baseline,B,samd,0,4.369677302347711,0.019396692090167787,4.731687451410764,-3.605146834944991,0.025340278915551507,0.257182249024635
baseline,B,atmega,0,4.693477554022963,0.023003542950038747,6.416590455898293,-4.58628988208407,0.020541855420094412,-0.038420645286342786
baseline,B,3v3reg,0,4.589031338460324,0.02227332503649025,6.103247702371891,-4.501024595881476,0.020479925695644458,0.007456072417878974
baseline,B,buck,0,4.504363131226222,0.02120060647478364,5.50970027470186,-4.4445696574072,0.020565580232171175,-0.04751327125661893
baseline,B,usbesd,0,3.438989742774662,0.015969099292868657,3.825571204274095,-3.483430043043357,0.0159574167510875,-0.1533059059627847
baseline,B,fullboard,0,3.50733017064777,0.017775774398586356,3.683424488792373,-3.531021472236471,0.016957622740316477,-0.09987575848818046
baseline,B,samd,1,4.4845141257092305,0.01625042890505426,4.831433333312221,-3.64189008460569,0.023166620366360764,0.21500629610337557
baseline,B,atmega,1,4.878942084305906,0.018787281549210923,6.718317752091544,-4.77520225484594,0.020289016132467544,0.08218125601060886
baseline,B,3v3reg,1,4.797205619713663,0.01907151573554388,6.380177901521507,-4.695017021919104,0.018794516369958974,0.054326811383675
baseline,B,buck,1,4.682452946490826,0.018990874521278372,5.808366271036623,-4.587400651407899,0.019326183367321344,0.07422441171432735
baseline,B,usbesd,1,3.7702078716697804,0.013513703878902905,4.212105426594774,-3.592421474304068,0.01466960926386014,0.009930233190509844
baseline,B,fullboard,1,3.7759018491090166,0.015166754846814613,3.99956647175771,-3.684081138603768,0.015693162837991877,-0.014502499505243753
baseline,B,samd,2,4.632858013361047,0.0195542266925832,5.364024916971727,-4.370729424467312,0.019807322935421045,0.19189950253397955
baseline,B,atmega,2,4.843478319990875,0.02083791477507177,6.527077790341684,-4.473144336335177,0.022500068819893464,0.26915814342387717
baseline,B,3v3reg,2,4.769585622016392,0.020513667185246,6.35756008788701,-4.4516837868612305,0.020728360734151966,0.2740745801026393
baseline,B,buck,2,4.659022974549993,0.01994171190577021,5.741550938968152,-4.386118194178496,0.020774454562684157,0.2438777103793027
baseline,B,usbesd,2,3.6495599339118097,0.014822524114672699,4.057762619992292,-3.3766992353189473,0.016887118180480575,0.2109922834848594
baseline,B,fullboard,2,3.700644073616672,0.01690532230828944,3.900377374343671,-3.4972097118218572,0.01723375492468024,0.15809237555701472
baseline,B,samd,3,4.4648496886424,0.01848583005929738,4.530158602122545,-3.676901739708528,0.025484883779075373,-0.007339528872495816
baseline,B,atmega,3,4.906656179091976,0.02097430355811471,6.564294173597186,-4.557943060828865,0.01972540002366842,0.10095828246517881
baseline,B,3v3reg,3,4.7838021806753614,0.021425606018018514,6.2235491822929205,-4.352406450583137,0.018674012879980932,0.09742149798755537
baseline,B,buck,3,4.661759336992852,0.02078939543909222,5.59278295476108,-4.218417147751845,0.02045341648571747,0.1832130402722118
baseline,B,usbesd,3,3.297603793329408,0.014435261386179888,3.336677241542452,-2.770714468339475,0.015012796709682244,-0.12446654181612075
baseline,B,fullboard,3,3.7134750762443374,0.017227785080918538,3.804256111422411,-3.481105049406457,0.01570413329203309,0.006027452894158473
baseline,B,samd,4,4.124178505767605,0.01758422431185185,4.46806718518422,-3.517439493938795,0.0264787892818399,0.15069253008814382
baseline,B,atmega,4,4.696044219916262,0.021646750892045288,6.371782618951676,-4.393793126050992,0.02296717689900202,0.1915062959659815
baseline,B,3v3reg,4,4.52308464119285,0.020658003783062737,5.991071509002368,-4.341191901499924,0.020704921769023978,0.1560435593723188
baseline,B,buck,4,4.402493872642177,0.020357303604634308,5.365694499703284,-4.146178991836403,0.020837582616268516,0.10711400624139097
baseline,B,usbesd,4,2.276972200837035,0.012187598534033414,2.473475808311839,-2.1169871709036854,0.017432082327410694,-0.04176041367568595
baseline,B,fullboard,4,3.3518278670693986,0.01668957585372162,3.5727060554987804,-3.2843230690606173,0.017343552444011465,0.048704561774165746
baseline,C,samd,0,4.41068453002285,0.01860792968824014,5.222052157106578,-4.604957634890087,0.01712259340201462,-0.420231066948803
